Date_reporting,index,Unnamed: 0,Wallonië,België,Vlaanderen,Brussel
2020-06-03,24,Thuis,0,0,0,0N/A
2020-06-03,25,Overige*,0,0,0,0N/A
2020-06-03,26,Onbekend,0,0,0,0N/A
2020-06-03,27,TOTAAL,7,17,10,0
2020-06-04,0,Plaats van overlijden,0,0,0,0
2020-06-04,2,Ziekenhuis,1717,4614,2089,808
2020-06-04,3,Bevestigde gevallen,1618,4401,2003,780
2020-06-04,4,Mogelijke gevallen,99,213,86,28
2020-06-04,5,Woonzorgcentrum,1555,4823,2616,652
2020-06-04,6,Bevestigde gevallen,414,1241,613,214
2020-06-04,7,Mogelijke gevallen,1141,3582,2003,438
2020-06-04,8,Thuis,12,33,15,6
2020-06-04,9,Overige*,22,52,30,0
2020-06-04,10,Onbekend,5,26,20,1
2020-06-04,11,TOTAAL,3311,9548,4770,1467
2020-06-04,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-06-04,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-04,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-04,16,Plaats van overlijden,0,0,0,0
2020-06-04,18,Ziekenhuis,2,16,11,3
2020-06-04,19,Bevestigde gevallen,2,13,9,2
2020-06-04,20,Mogelijke gevallen,0,3,2,1
2020-06-04,21,Woonzorgcentrum,6,12,6,0
2020-06-04,22,Bevestigde gevallen,6,10,4,0N/A
2020-06-04,23,Mogelijke gevallen,0,2,2,0N/A
2020-06-04,24,Thuis,0,0,0,0
2020-06-04,25,Overige*,0,0,0,0
2020-06-04,26,Onbekend,0,0,0,0
2020-06-04,27,TOTAAL,8,28,17,3
2020-06-06,0,Plaats van overlijden,0,0,0,0
2020-06-06,2,Ziekenhuis,1726,4632,2094,812
2020-06-06,3,Bevestigde gevallen,1625,4415,2006,784
2020-06-06,4,Mogelijke gevallen,101,217,88,28
2020-06-06,5,Woonzorgcentrum,1546,4823,2636,641
2020-06-06,6,Bevestigde gevallen,419,1261,627,215
2020-06-06,7,Mogelijke gevallen,1127,3562,2009,426
2020-06-06,8,Andere residentiële,0,0,0,0
2020-06-06,10,collectiviteiten,0,0,0,0
2020-06-06,11,Thuis en andere,32,56,18,6
2020-06-06,12,Onbekend,1,22,20,1
2020-06-06,13,TOTAAL,3324,9580,4795,1461
2020-06-06,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-06,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-06,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-06,18,Plaats van overlijden,0,0,0,0
2020-06-06,20,Ziekenhuis,2,5,1,2
2020-06-06,21,Bevestigde gevallen,1,3,0,2
2020-06-06,22,Mogelijke gevallen,1,2,1,0
2020-06-06,23,Woonzorgcentrum,2,10,7,1
2020-06-06,24,Bevestigde gevallen,2,10,7,1
2020-06-06,25,Mogelijke gevallen,0,0,0,0
2020-06-06,26,Andere residentiële,0,0,0,0
2020-06-06,28,collectiviteiten,0,0,0,0
2020-06-06,29,Thuis en andere,0,0,0,0
2020-06-06,30,Onbekend,0,0,0,0
2020-06-06,31,TOTAAL,4,15,8,3
2020-06-07,0,Plaats van overlijden,0,0,0,0
2020-06-07,2,Ziekenhuis,1728,4640,2099,813
2020-06-07,3,Bevestigde gevallen,1626,4421,2010,785
2020-06-07,4,Mogelijke gevallen,102,219,89,28
2020-06-07,5,Woonzorgcentrum,1547,4830,2641,642
2020-06-07,6,Bevestigde gevallen,420,1266,630,216
2020-06-07,7,Mogelijke gevallen,1127,3564,2011,426
2020-06-07,8,Andere residentiële,0,0,0,0
2020-06-07,10,collectiviteiten,0,0,0,0
2020-06-07,11,Thuis en andere,32,56,18,6
2020-06-07,12,Onbekend,1,22,20,1
2020-06-07,13,TOTAAL,3327,9595,4805,1463
2020-06-07,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-07,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-07,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-07,18,Plaats van overlijden,0,0,0,0
2020-06-07,20,Ziekenhuis,2,8,5,1
2020-06-07,21,Bevestigde gevallen,1,6,4,1
2020-06-07,22,Mogelijke gevallen,1,2,1,0
2020-06-07,23,Woonzorgcentrum,1,7,5,1
2020-06-07,24,Bevestigde gevallen,1,5,3,1
2020-06-07,25,Mogelijke gevallen,0,2,2,0
2020-06-07,26,Andere residentiële,0,0,0,0
2020-06-07,28,collectiviteiten,0,0,0,0
2020-06-07,29,Thuis en andere,0,0,0,0
2020-06-07,30,Onbekend,0,0,0,0
2020-06-07,31,TOTAAL,3,15,10,2
2020-06-08,0,Plaats van overlijden,0,0,0,0
2020-06-08,2,Ziekenhuis,1731,4648,2103,814
2020-06-08,3,Bevestigde gevallen,1629,4427,2013,785
2020-06-08,4,Mogelijke gevallen,102,221,90,29
2020-06-08,5,Woonzorgcentrum,1549,4833,2641,643
2020-06-08,6,Bevestigde gevallen,422,1268,630,216
2020-06-08,7,Mogelijke gevallen,1127,3565,2011,427
2020-06-08,8,Andere residentiële,0,0,0,0
2020-06-08,10,collectiviteiten,0,0,0,0
2020-06-08,11,Thuis en andere,32,56,18,6
2020-06-08,12,Onbekend,1,22,20,1
2020-06-08,13,TOTAAL,3332,9606,4809,1465
2020-06-09,0,Plaats van overlijden,0,0,0,0
2020-06-09,2,Ziekenhuis,1733,4662,2114,815
2020-06-09,3,Bevestigde gevallen,1631,4440,2023,786
2020-06-09,4,Mogelijke gevallen,102,222,91,29
2020-06-09,5,Woonzorgcentrum,1549,4833,2641,643
2020-06-09,6,Bevestigde gevallen,422,1268,630,216
2020-06-09,7,Mogelijke gevallen,1127,3565,2011,427
2020-06-09,8,Andere residentiële,0,0,0,0
2020-06-09,10,collectiviteiten,0,0,0,0
2020-06-09,11,Thuis en andere,32,56,18,6
2020-06-09,12,Onbekend,1,21,19,1
2020-06-09,13,TOTAAL,3334,9619,4819,1466
2020-06-09,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-09,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-09,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-09,18,Plaats van overlijden,0,0,0,0
2020-06-09,20,Ziekenhuis,2,13,10,1
2020-06-09,21,Bevestigde gevallen,2,12,9,1
2020-06-09,22,Mogelijke gevallen,0,1,1,0
2020-06-09,23,Woonzorgcentrum*,0,0,0,0
2020-06-09,24,Bevestigde gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-09,25,Mogelijke gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-09,26,Andere residentiële,0,0,0,0
2020-06-09,28,collectiviteiten,0,0,0,0
2020-06-09,29,Thuis en andere,0,0,0,0
2020-06-09,30,Onbekend,0,0,0,0
2020-06-09,31,TOTAAL,2,13,10,1
2020-06-10,0,Plaats van overlijden,0,0,0,0
2020-06-10,2,Ziekenhuis,1737,4670,2116,817
2020-06-10,3,Bevestigde gevallen,1635,4448,2025,788
2020-06-10,4,Mogelijke gevallen,102,222,91,29
2020-06-10,5,Woonzorgcentrum,1550,4834,2641,643
2020-06-10,6,Bevestigde gevallen,423,1269,630,216
2020-06-10,7,Mogelijke gevallen,1127,3565,2011,427
2020-06-10,8,Andere residentiële,0,0,0,0
2020-06-10,10,collectiviteiten,0,0,0,0
2020-06-10,11,Thuis en andere,32,57,19,6
2020-06-10,12,Onbekend,1,21,19,1
2020-06-10,13,TOTAAL,3339,9629,4822,1468
2020-06-10,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-10,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-10,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-10,18,Plaats van overlijden,0,0,0,0
2020-06-10,20,Ziekenhuis,4,8,2,2
2020-06-10,21,Bevestigde gevallen,4,8,2,2
2020-06-10,22,Mogelijke gevallen,0,0,0,0
2020-06-10,23,Woonzorgcentrum*,1,1,0,0
2020-06-10,24,Bevestigde gevallen,1,1,0N/A0N/A,0
2020-06-10,25,Mogelijke gevallen,0,0,0N/A0N/A,0
2020-06-10,26,Andere residentiële,0,0,0,0
2020-06-10,28,collectiviteiten,0,0,0,0
2020-06-10,29,Thuis en andere,0,1,1,0
2020-06-10,30,Onbekend,0,0,0,0
2020-06-10,31,TOTAAL,5,10,3,2
2020-06-11,0,Plaats van overlijden,0,0,0,0
2020-06-11,2,Ziekenhuis,1741,4678,2119,818
2020-06-11,3,Bevestigde gevallen,1638,4454,2028,788
2020-06-11,4,Mogelijke gevallen,103,224,91,30
2020-06-11,5,Woonzorgcentrum,1550,4833,2640,643
2020-06-11,6,Bevestigde gevallen,423,1269,630,216
2020-06-11,7,Mogelijke gevallen,1127,3564,2010,427
2020-06-11,8,Andere residentiële,0,0,0,0
2020-06-11,10,collectiviteiten,0,0,0,0
2020-06-11,11,Thuis en andere,32,57,19,6
2020-06-11,12,Onbekend,1,21,19,1
2020-06-11,13,TOTAAL,3343,9636,4824,1469
2020-06-11,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-11,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-11,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-11,18,Plaats van overlijden,0,0,0,0
2020-06-11,20,Ziekenhuis,4,8,3,1
2020-06-11,21,Bevestigde gevallen,3,6,3,0
2020-06-11,22,Mogelijke gevallen,1,2,0,1
2020-06-11,23,Woonzorgcentrum*,0,8,8,0
2020-06-11,24,Bevestigde gevallen,0N/A,7,7,0N/A
2020-06-11,25,Mogelijke gevallen,0N/A,1,1,0N/A
2020-06-11,26,Andere residentiële,0,0,0,0
2020-06-11,28,collectiviteiten,0,0,0,0
2020-06-11,29,Thuis en andere,0,0,0,0
2020-06-11,30,Onbekend,0,0,0,0
2020-06-11,31,TOTAAL,4,16,11,1
2020-06-13,0,Plaats van overlijden,0,0,0,0
2020-06-13,2,Ziekenhuis,1747,4692,2126,819
2020-06-13,3,Bevestigde gevallen,1642,4465,2034,789
2020-06-13,4,Mogelijke gevallen,105,227,92,30
2020-06-13,5,Woonzorgcentrum,1548,4834,2643,643
2020-06-13,6,Bevestigde gevallen,422,1272,633,217
2020-06-13,7,Mogelijke gevallen,1126,3562,2010,426
2020-06-13,8,Andere residentiële,0,0,0,0
2020-06-13,10,collectiviteiten,0,0,0,0
2020-06-13,11,Thuis en andere,32,57,19,6
2020-06-13,12,Onbekend,1,20,19,0
2020-06-13,13,TOTAAL,3347,9650,4834,1469
2020-06-13,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-13,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-13,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-13,18,Plaats van overlijden,0,0,0,0
2020-06-13,20,Ziekenhuis,3,7,3,1
2020-06-13,21,Bevestigde gevallen,2,5,2,1
2020-06-13,22,Mogelijke gevallen,1,2,1,0
2020-06-13,23,Woonzorgcentrum*,0,1,0,1
2020-06-13,24,Bevestigde gevallen,0N/A,1,0N/A1,
2020-06-13,25,Mogelijke gevallen,0N/A,0,0N/A0,
2020-06-13,26,Andere residentiële,0,0,0,0
2020-06-13,28,collectiviteiten,0,0,0,0
2020-06-13,29,Thuis en andere,0,0,0,0
2020-06-13,30,Onbekend,0,0,0,0
2020-06-13,31,TOTAAL,3,8,3,2
2020-06-14,0,Plaats van overlijden,0,0,0,0
2020-06-14,2,Ziekenhuis,1748,4696,2127,821
2020-06-14,3,Bevestigde gevallen,1643,4469,2035,791
2020-06-14,4,Mogelijke gevallen,105,227,92,30
2020-06-14,5,Woonzorgcentrum,1549,4835,2643,643
2020-06-14,6,Bevestigde gevallen,423,1273,633,217
2020-06-14,7,Mogelijke gevallen,1126,3562,2010,426
2020-06-14,8,Andere residentiële,0,0,0,0
2020-06-14,10,collectiviteiten,0,0,0,0
2020-06-14,11,Thuis en andere,32,57,19,6
2020-06-14,12,Onbekend,1,20,19,0
2020-06-14,13,TOTAAL,3349,9655,4835,1471
2020-06-14,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-14,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-14,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-14,18,Plaats van overlijden,0,0,0,0
2020-06-14,20,Ziekenhuis,1,4,1,2
2020-06-14,21,Bevestigde gevallen,1,4,1,2
2020-06-14,22,Mogelijke gevallen,0,0,0,0
2020-06-14,23,Woonzorgcentrum*,1,1,0,0
2020-06-14,24,Bevestigde gevallen,1,1,0N/A0N/A,0
2020-06-14,25,Mogelijke gevallen,0,0,0N/A0N/A,0
2020-06-14,26,Andere residentiële,0,0,0,0
2020-06-14,28,collectiviteiten,0,0,0,0
2020-06-14,29,Thuis en andere,0,0,0,0
2020-06-14,30,Onbekend,0,0,0,0
2020-06-14,31,TOTAAL,2,5,1,2
2020-06-15,0,Plaats van overlijden,0,0,0,0
2020-06-15,2,Ziekenhuis,1749,4699,2129,821
2020-06-15,3,Bevestigde gevallen,1644,4472,2037,791
2020-06-15,4,Mogelijke gevallen,105,227,92,30
2020-06-15,5,Woonzorgcentrum,1549,4838,2643,646
2020-06-15,6,Bevestigde gevallen,423,1276,633,220
2020-06-15,7,Mogelijke gevallen,1126,3562,2010,426
2020-06-15,8,Andere residentiële,0,0,0,0
2020-06-15,10,collectiviteiten,0,0,0,0
2020-06-15,11,Thuis en andere,32,57,19,6
2020-06-15,12,Onbekend,1,20,19,0
2020-06-15,13,TOTAAL,3350,9661,4837,1474
2020-06-15,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-15,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-15,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-15,18,Plaats van overlijden,0,0,0,0
2020-06-15,20,Ziekenhuis,1,3,2,0
2020-06-15,21,Bevestigde gevallen,1,3,2,0N/A
2020-06-15,22,Mogelijke gevallen,0,0,0,0N/A
2020-06-15,23,Woonzorgcentrum*,0,3,0,3
2020-06-15,24,Bevestigde gevallen,0N/A,3,0N/A3,
2020-06-15,25,Mogelijke gevallen,0N/A,0,0N/A0,
2020-06-15,26,Andere residentiële,0,0,0,0
2020-06-15,28,collectiviteiten,0,0,0,0
2020-06-15,29,Thuis en andere,0,0,0,0
2020-06-15,30,Onbekend,0,0,0,0
2020-06-15,31,TOTAAL,1,6,2,3
2020-06-16,0,Plaats van overlijden,0,0,0,0
2020-06-16,2,Ziekenhuis,1749,4703,2131,823
2020-06-16,3,Bevestigde gevallen,1644,4475,2038,793
2020-06-16,4,Mogelijke gevallen,105,228,93,30
2020-06-16,5,Woonzorgcentrum,1549,4836,2643,644
2020-06-16,6,Bevestigde gevallen,423,1275,633,219
2020-06-16,7,Mogelijke gevallen,1126,3561,2010,425
2020-06-16,8,Andere residentiële,0,0,0,0
2020-06-16,10,collectiviteiten,0,0,0,0
2020-06-16,11,Thuis en andere,32,57,19,6
2020-06-16,12,Onbekend,1,20,19,0
2020-06-16,13,TOTAAL,3350,9663,4839,1474
2020-06-16,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-16,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-16,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-16,18,Plaats van overlijden,0,0,0,0
2020-06-16,20,Ziekenhuis,0N/A,4,2,2
2020-06-16,21,Bevestigde gevallen,0N/A,3,1,2
2020-06-16,22,Mogelijke gevallen,0N/A,1,1,0
2020-06-16,23,Woonzorgcentrum*,0N/A,0,0,0
2020-06-16,24,Bevestigde gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-16,25,Mogelijke gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-16,26,Andere residentiële,0,0,0,0
2020-06-16,28,collectiviteiten,0,0,0,0
2020-06-16,29,Thuis en andere,0N/A,0,0,0
2020-06-16,30,Onbekend,0N/A,0,0,0
2020-06-16,31,TOTAAL,0,4,2,2
2020-06-17,0,Plaats van overlijden,0,0,0,0
2020-06-17,2,Ziekenhuis,1750,4706,2132,824
2020-06-17,3,Bevestigde gevallen,1645,4478,2039,794
2020-06-17,4,Mogelijke gevallen,105,228,93,30
2020-06-17,5,Woonzorgcentrum,1550,4845,2651,644
2020-06-17,6,Bevestigde gevallen,424,1284,641,219
2020-06-17,7,Mogelijke gevallen,1126,3561,2010,425
2020-06-17,8,Andere residentiële,0,0,0,0
2020-06-17,10,collectiviteiten,0,0,0,0
2020-06-17,11,Thuis en andere,32,57,19,6
2020-06-17,12,Onbekend,1,20,19,0
2020-06-17,13,TOTAAL,3352,9675,4848,1475
2020-06-17,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-17,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-17,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-17,18,Plaats van overlijden,0,0,0,0
2020-06-17,20,Ziekenhuis,1,3,1,1
2020-06-17,21,Bevestigde gevallen,1,3,1,1
2020-06-17,22,Mogelijke gevallen,0,0,0,0
2020-06-17,23,Woonzorgcentrum,1,10,9*,0
2020-06-17,24,Bevestigde gevallen,1,9,8,0N/A
2020-06-17,25,Mogelijke gevallen,0,1,1,0N/A
2020-06-17,26,Andere residentiële,0,0,0,0
2020-06-17,28,collectiviteiten,0,0,0,0
2020-06-17,29,Thuis en andere,0,0,0,0
2020-06-17,30,Onbekend,0,0,0,0
2020-06-17,31,TOTAAL,2,13,10,1
2020-06-18,0,Plaats van overlijden,0,0,0,0
2020-06-18,2,Ziekenhuis,1750,4710,2136,824
2020-06-18,3,Bevestigde gevallen,1645,4482,2043,794
2020-06-18,4,Mogelijke gevallen,105,228,93,30
2020-06-18,5,Woonzorgcentrum,1550,4849,2655,644
2020-06-18,6,Bevestigde gevallen,425,1287,643,219
2020-06-18,7,Mogelijke gevallen,1125,3562,2012,425
2020-06-18,8,Andere residentiële,0,0,0,0
2020-06-18,10,collectiviteiten,0,0,0,0
2020-06-18,11,Thuis en andere,32,57,19,6
2020-06-18,12,Onbekend,1,20,19,0
2020-06-18,13,TOTAAL,3352,9683,4856,1475
2020-06-18,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-18,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-18,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-18,18,Plaats van overlijden,0,0,0,0
2020-06-18,20,Ziekenhuis,0,5,4,1
2020-06-18,21,Bevestigde gevallen,0N/A,5,4,1
2020-06-18,22,Mogelijke gevallen,0N/A,0,0,0
2020-06-18,23,Woonzorgcentrum,1,5,4,0
2020-06-18,24,Bevestigde gevallen,1,3,2,0N/A
2020-06-18,25,Mogelijke gevallen,0,2,2,0N/A
2020-06-18,26,Andere residentiële,0,0,0,0
2020-06-18,28,collectiviteiten,0,0,0,0
2020-06-18,29,Thuis en andere,0,0,0,0
2020-06-18,30,Onbekend,0,0,0,0
2020-06-18,31,TOTAAL,1,10,8,1
2020-06-20,0,Plaats van overlijden,0,0,0,0
2020-06-20,2,Ziekenhuis,1752,4722,2145,825
2020-06-20,3,Bevestigde gevallen,1647,4492,2050,795
2020-06-20,4,Mogelijke gevallen,105,230,95,30
2020-06-20,5,Woonzorgcentrum,1552,4851,2656,643
2020-06-20,6,Bevestigde gevallen,426,1289,644,219
2020-06-20,7,Mogelijke gevallen,1126,3562,2012,424
2020-06-20,8,Andere residentiële,0,0,0,0
2020-06-20,10,collectiviteiten,0,0,0,0
2020-06-20,11,Thuis en andere,32,57,19,6
2020-06-20,12,Onbekend,0,19,19,0
2020-06-20,13,TOTAAL,3355,9696,4866,1475
2020-06-20,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-20,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-20,16,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-20,18,Plaats van overlijden,0,0,0,0
2020-06-20,20,Ziekenhuis,0N/A,2,2,0N/A
2020-06-20,21,Bevestigde gevallen,0N/A,2,2,0N/A
2020-06-20,22,Mogelijke gevallen,0N/A,0,0,0N/A
2020-06-20,23,Woonzorgcentrum,0N/A,0,0,0N/A
2020-06-20,24,Bevestigde gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-20,25,Mogelijke gevallen,0N/A,0N/A,0N/A0N/A,0
2020-06-20,26,Andere residentiële,0,0,0,0
2020-06-20,28,collectiviteiten,0,0,0,0
2020-06-20,29,Thuis en andere,0N/A,0,0,0N/A
2020-06-20,30,Onbekend,0N/A,0,0,0N/A
2020-06-20,31,TOTAAL,0,2,2,0
2020-06-23,0,Plaats van overlijden,0,0,0,0
2020-06-23,2,Ziekenhuis,1757,4737,2149,831
2020-06-23,3,Bevestigde gevallen,1651,4505,2054,800
2020-06-23,4,Mogelijke gevallen,106,232,95,31
2020-06-23,5,Woonzorgcentrum,1552,4853,2657,644
2020-06-23,6,Bevestigde gevallen,426,1291,645,220
2020-06-23,7,Mogelijke gevallen,1126,3562,2012,424
2020-06-23,8,Andere residentiële,0,0,0,0
2020-06-23,10,collectiviteiten,0,0,0,0
2020-06-23,11,Thuis en andere,32,57,19,6
2020-06-23,12,Onbekend,0,19,19,0
2020-06-23,13,TOTAAL,3360,9713,4871,1482
2020-06-23,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-23,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-23,16,Gerapporteerde sterfgevallen in de periode van 13 juni tot 19 juni,0,0,0,0
2020-06-23,18,Plaats van overlijden,0,0,0,0
2020-06-23,20,Ziekenhuis,5,26,16,5
2020-06-23,21,Bevestigde gevallen,5,25,15,5
2020-06-23,22,Mogelijke gevallen,0,1,1,0
2020-06-23,23,Woonzorgcentrum,1,12,10,1
2020-06-23,24,Bevestigde gevallen,0,9,8,1
2020-06-23,25,Mogelijke gevallen,1,3,2,0
2020-06-23,26,Andere residentiële,0,0,0,0
2020-06-23,28,collectiviteiten,0,0,0,0
2020-06-23,29,Thuis en andere,0,0,0,0
2020-06-23,30,Onbekend,0,0,0,0
2020-06-23,31,TOTAAL,6,38,26,6
2020-06-24,0,Plaats van overlijden,0,0,0,0
2020-06-24,2,Ziekenhuis,1758,4742,2153,831
2020-06-24,3,Bevestigde gevallen,1652,4510,2058,800
2020-06-24,4,Mogelijke gevallen,106,232,95,31
2020-06-24,5,Woonzorgcentrum,1553,4857,2660,644
2020-06-24,6,Bevestigde gevallen,427,1295,648,220
2020-06-24,7,Mogelijke gevallen,1126,3562,2012,424
2020-06-24,8,Andere residentiële,0,0,0,0
2020-06-24,10,collectiviteiten,0,0,0,0
2020-06-24,11,Thuis en andere,32,57,19,6
2020-06-24,12,Onbekend,0,19,19,0
2020-06-24,13,TOTAAL,3362,9722,4878,1482
2020-06-24,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-24,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-24,16,Gerapporteerde sterfgevallen in de periode van 14 juni tot 20 juni,0,0,0,0
2020-06-24,18,Plaats van overlijden,0,0,0,0
2020-06-24,20,Ziekenhuis,5,24,15,4
2020-06-24,21,Bevestigde gevallen,5,23,14,4
2020-06-24,22,Mogelijke gevallen,0,1,1,0
2020-06-24,23,Woonzorgcentrum,1,12,10,1
2020-06-24,24,Bevestigde gevallen,0,9,8,1
2020-06-24,25,Mogelijke gevallen,1,3,2,0
2020-06-24,26,Andere residentiële,0,0,0,0
2020-06-24,28,collectiviteiten,0,0,0,0
2020-06-24,29,Thuis en andere,0,0,0,0
2020-06-24,30,Onbekend,0,0,0,0
2020-06-24,31,TOTAAL,6,36,25,5
2020-06-25,0,Plaats van overlijden,0,0,0,0
2020-06-25,2,Ziekenhuis,1760,4746,2155,831
2020-06-25,3,Bevestigde gevallen,1654,4514,2060,800
2020-06-25,4,Mogelijke gevallen,106,232,95,31
2020-06-25,5,Woonzorgcentrum,1553,4858,2661,644
2020-06-25,6,Bevestigde gevallen,427,1296,649,220
2020-06-25,7,Mogelijke gevallen,1126,3562,2012,424
2020-06-25,8,Andere residentiële,0,0,0,0
2020-06-25,10,collectiviteiten,0,0,0,0
2020-06-25,11,Thuis en andere,31,56,19,6
2020-06-25,12,Onbekend,0,19,19,0
2020-06-25,13,TOTAAL,3363,9726,4881,1482
2020-06-25,14,Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status van sterfgevallen in woonzorgcentra in Vlaanderen,0,0,0,0
2020-06-25,15,(bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-25,16,Gerapporteerde sterfgevallen in de periode van 15 juni tot 21 juni,0,0,0,0
2020-06-25,18,Plaats van overlijden,0,0,0,0
2020-06-25,20,Ziekenhuis,6,28,16,6
2020-06-25,21,Bevestigde gevallen,6,27,15,6
2020-06-25,22,Mogelijke gevallen,0,1,1,0
2020-06-25,23,Woonzorgcentrum,2,15,12,1
2020-06-25,24,Bevestigde gevallen,1,12,10,1
2020-06-25,25,Mogelijke gevallen,1,3,2,0
2020-06-25,26,Andere residentiële,0,0,0,0
2020-06-25,28,collectiviteiten,0,0,0,0
2020-06-25,29,Thuis en andere,0,0,0,0
2020-06-25,30,Onbekend,0,0,0,0
2020-06-25,31,TOTAAL,8,43,28,7
2020-06-27,0,Plaats van overlijden,0,0,0,0
2020-06-27,2,Ziekenhuis,1764,4752,2157,831
2020-06-27,3,Bevestigde gevallen,1657,4519,2062,800
2020-06-27,4,Mogelijke gevallen,107,233,95,31
2020-06-27,5,Woonzorgcentrum,1553,4858,2664,641
2020-06-27,6,Bevestigde gevallen,427,1287,650,210
2020-06-27,7,Mogelijke gevallen,1126,3571,2014,431
2020-06-27,8,Andere residentiële,0,0,0,0
2020-06-27,10,collectiviteiten,0,0,0,0
2020-06-27,11,Thuis en andere,31,56,19,6
2020-06-27,12,Onbekend,0,19,19,0
